iter	RMSE
174	39.64226811
175	39.59658664
176	39.56759755
177	39.5059676
178	39.40944438
179	39.34881636
180	39.29793646
181	39.25298424
182	39.14104646
183	39.08134363
184	39.01597666
185	38.95537693
186	38.92203472
187	38.8900368
188	38.83926368
189	38.78942486
190	38.72827368
191	38.70533131
192	38.64563531
193	38.58204262
194	38.50738473
195	38.46113251
196	38.42277213
197	38.32787564
198	38.2771615
199	38.22565389
200	38.16864719
201	38.08353756
202	38.0155438
203	37.97500494
204	37.92884428
205	37.91188965
206	37.88814101
207	37.84617655
208	37.80942168
209	37.77347629
210	37.71608209
211	37.67443601
212	37.62190498
213	37.59264901
214	37.55181522
215	37.51931222
216	37.46942998
217	37.43325281
218	37.38817686
219	37.35082729
220	37.31303149
221	37.28437378
222	37.23356472
223	37.20465004
224	37.17373135
225	37.12297671
226	37.09755385
227	37.06710893
228	37.01269397
229	36.98779382
230	36.92967999
231	36.89277928
232	36.87870647
233	36.84854315
234	36.77645033
235	36.74040055
236	36.67980674
237	36.60951139
238	36.54582901
239	36.50974681
240	36.47681777
241	36.46510803
242	36.42751732
243	36.39281216
244	36.34958273
245	36.2971103
246	36.26581844
247	36.24351971
248	36.18578512
249	36.14093722
250	36.09898022
251	36.06022727
252	36.04640078
253	36.03235236
254	36.00255107
255	35.98571052
256	35.92423309
257	35.86068696
258	35.80990124
259	35.78004951
260	35.74629316
261	35.72925246
262	35.6976146
263	35.64238647
264	35.61250678
265	35.58891927
266	35.55274495
267	35.53498911
268	35.48982627
269	35.42782287
270	35.39775511
271	35.37196779
272	35.33887628
273	35.29255822
274	35.26904884
275	35.22312033
276	35.19194342
277	35.13997673
278	35.09792441
279	35.06266465
280	35.00576114
281	34.97453465
282	34.94777544
283	34.91416457
284	34.89401989
285	34.85465414
286	34.82924429
287	34.78781319
288	34.73926005
289	34.71018167
290	34.6848297
291	34.65205333
292	34.61315497
293	34.58401573
294	34.55111325
295	34.53251086
296	34.45678532
297	34.4262657
298	34.39716832
299	34.38093519
300	34.36222487
301	34.33174204
302	34.31667976
303	34.29222531
304	34.2703531
305	34.25191093
306	34.18840795
307	34.15435839
308	34.11830361
309	34.09443156
310	34.08214726
311	34.06121564
312	34.04435912
313	34.01611433
314	33.97880062
315	33.96047783
316	33.91443127
317	33.86344961
318	33.8363144
319	33.81862827
320	33.79860602
321	33.77385201
322	33.74338463
323	33.68166349
324	33.66922364
325	33.63242014
326	33.60223736
327	33.59581001
328	33.5629753
329	33.54566091
330	33.51934712
331	33.50402831
332	33.4686923
333	33.45222323
334	33.4136652
335	33.38976845
336	33.34639468
337	33.30263867
338	33.28176035
339	33.25669398
340	33.24879565
341	33.22781739
342	33.21069386
343	33.18980096
344	33.16040462
345	33.15050939
346	33.11631281
347	33.10173435
348	33.09065077
349	33.07077032
350	33.04706331
351	33.0265286
352	32.99909386
353	32.97457892
354	32.94775727
355	32.88843684
356	32.85943822
357	32.85289562
358	32.82334631
359	32.78768285
360	32.76248632
361	32.74835334
362	32.72268227
363	32.69703602
364	32.68421833
365	32.65286292
366	32.62911451
367	32.59456901
368	32.58713229
369	32.57006378
370	32.55184122
371	32.52801149
372	32.49249749
373	32.47786142
374	32.45630355
375	32.42932667
376	32.40683288
377	32.37012463
378	32.34887626
379	32.30695283
380	32.28222671
381	32.23817487
382	32.21109886
383	32.20104936
384	32.17272382
385	32.12929676
386	32.10752235
387	32.0947925
388	32.04922295
389	32.01491312
390	31.98055166
391	31.94635106
392	31.93785107
393	31.90721604
394	31.8816322
395	31.85943239
396	31.84750464
397	31.83391305
398	31.80709552
399	31.79759723
400	31.7845868
401	31.76191831
402	31.7524936
403	31.7406088
404	31.69928926
405	31.66484722
406	31.63829465
407	31.61505003
408	31.60863144
409	31.59088274
410	31.58763372
411	31.58077614
412	31.54586424
413	31.52646309
414	31.50074276
415	31.46294122
416	31.43939635
417	31.40264486
418	31.37651703
419	31.35579829
420	31.32375064
421	31.30542854
422	31.27823581
423	31.254038
424	31.23354189
425	31.21571917
426	31.20470996
427	31.19675241
428	31.15664921
429	31.12912161
430	31.11607136
431	31.09410357
432	31.07777295
433	31.04715753
434	31.02614238
435	31.00216775
436	30.9849007
437	30.96281705
438	30.95051827
439	30.91864379
440	30.90621092
441	30.87865225
442	30.84705539
443	30.81596076
444	30.79254512
445	30.76002818
446	30.73744845
447	30.72351888
448	30.70862671
449	30.68912688
450	30.66667746
451	30.64571464
452	30.63885906
453	30.62465739
454	30.59462885
455	30.57204335
456	30.55545771
457	30.54622016
458	30.53559847
459	30.52552869
460	30.51694048
461	30.49565197
462	30.48191814
463	30.45102177
464	30.43608935
465	30.41804901
466	30.38604518
467	30.37105709
468	30.36048909
469	30.33927823
470	30.32980085
471	30.30323504
472	30.28844952
473	30.27167805
474	30.24053928
475	30.21270242
476	30.20083714
477	30.17988169
478	30.15128664
479	30.13283986
480	30.10551805
481	30.09132812
482	30.0679774
483	30.05024187
484	30.03222332
485	30.01936754
486	30.00494822
487	29.98231613
488	29.96878042
489	29.95084663
490	29.92730632
491	29.9138926
492	29.87763349
493	29.86085592
494	29.83207077
495	29.80804937
496	29.79728389
497	29.77780113
498	29.76325968
499	29.74801125
500	29.71093025
501	29.689069
502	29.67538849
503	29.64246967
504	29.62368722
505	29.60812828
506	29.5832589
507	29.5520917
508	29.53972516
509	29.51932535
510	29.5033271
511	29.48879754
512	29.46680495
513	29.45148066
514	29.43884209
515	29.41545513
516	29.40241102
517	29.38862629
518	29.38068868
519	29.36674209
520	29.34336684
521	29.32348783
522	29.30414913
523	29.29798001
524	29.27556215
525	29.26476821
526	29.25738988
527	29.24225841
528	29.23826523
529	29.22945338
530	29.22386644
531	29.20855514
532	29.19484863
533	29.18555743
534	29.15729538
535	29.14529362
536	29.11831786
537	29.08470886
538	29.07258753
539	29.0589427
540	29.04367636
541	29.00329813
542	28.99855088
543	28.97504508
544	28.95519362
545	28.94681295
546	28.935138
547	28.89761616
548	28.88524719
549	28.86946757
550	28.85654579
551	28.82997344
552	28.80847729
553	28.79752767
554	28.7717097
555	28.75295667
556	28.72156467
557	28.71252659
558	28.6906478
559	28.6857597
560	28.66954208
561	28.66022302
562	28.63406781
563	28.62533619
564	28.61528308
565	28.59539512
566	28.58080241
567	28.5733347
568	28.56854518
569	28.56018823
570	28.55477963
571	28.52743086
572	28.51598091
573	28.502884
574	28.49932254
575	28.47718369
576	28.4618891
577	28.45280632
578	28.43221614
579	28.42364145
580	28.4012857
581	28.38719618
582	28.3689761
583	28.35488743
584	28.33719459
585	28.32041219
586	28.30621712
587	28.29704398
588	28.27914059
589	28.26463595
590	28.24017097
591	28.2386358
592	28.22720566
593	28.21701856
594	28.21221288
595	28.20233004
596	28.1901424
597	28.18874877
598	28.1767264
599	28.16796595
600	28.16125441
601	28.15489081
602	28.14091777
603	28.13517828
604	28.11801697
605	28.10408182
606	28.09107374
607	28.07763216
608	28.05415131
609	28.04839
610	28.03337857
611	28.02404132
612	28.00164129
613	27.99191744
614	27.99062575
615	27.97482384
616	27.96545105
617	27.93833216
618	27.92980434
619	27.92815812
620	27.92209883
621	27.90159709
622	27.89532169
623	27.88189973
624	27.87022374
625	27.86340981
626	27.83793043
627	27.83425487
628	27.828025
629	27.82255002
630	27.81198704
631	27.80073717
632	27.7816994
633	27.77719549
634	27.76763858
635	27.75011924
636	27.74013828
637	27.72386059
638	27.70743544
639	27.68953194
640	27.66989016
641	27.65244037
642	27.63732984
643	27.61335581
644	27.59955602
645	27.58487169
646	27.57767495
647	27.56157535
648	27.54486338
649	27.53766811
650	27.51883114
651	27.51385013
652	27.50585969
653	27.49405102
654	27.48679613
655	27.47812451
656	27.46520662
657	27.44686232
658	27.43535784
659	27.42207987
660	27.40307031
661	27.38676949
662	27.36300325
663	27.3541034
664	27.34566995
665	27.33002264
666	27.32290263
667	27.31041076
668	27.29874604
669	27.29082406
670	27.27051372
671	27.26141197
672	27.24825071
673	27.24403224
674	27.23779418
675	27.2295241
676	27.21620418
677	27.19586944
678	27.18499772
679	27.17324711
680	27.16086093
681	27.14947452
682	27.14148957
683	27.12384795
684	27.12029938
685	27.10796495
686	27.09610337
687	27.07917493
688	27.07564966
689	27.07153405
690	27.05074226
691	27.04002164
692	27.02250093
693	27.01795063
694	27.00142577
695	26.98833514
696	26.97106768
697	26.96465387
698	26.95068629
699	26.94343699
700	26.93880711
701	26.92707278
702	26.92131227
703	26.91049323
704	26.90182169
705	26.88311033
706	26.87150122
707	26.85779412
708	26.84138261
709	26.83230676
710	26.81899647
711	26.80023012
712	26.79141902
713	26.77212378
714	26.76232428
715	26.7466459
716	26.73520833
717	26.72665439
718	26.71212399
719	26.70607216
720	26.68484638
721	26.6755479
722	26.65503206
723	26.63732869
724	26.63305085
725	26.62093186
726	26.59929494
727	26.58756124
728	26.57755234
729	26.5694604
730	26.5636679
731	26.54532716
732	26.53708296
733	26.52957444
734	26.51604235
735	26.50504319
736	26.49979011
737	26.47519191
738	26.45035025
739	26.4380535
740	26.42295323
741	26.39442012
742	26.36915664
743	26.3606338
744	26.34330481
745	26.33706899
746	26.32341489
747	26.30918875
748	26.29914584
749	26.28296366
750	26.27187785
751	26.27125281
752	26.25977826
753	26.24681285
754	26.24373701
755	26.22294446
756	26.21343131
757	26.19131066
758	26.17626754
759	26.17225447
760	26.15515875
761	26.14957964
762	26.13734971
763	26.11753494
764	26.10263323
765	26.09088406
766	26.08447178
767	26.07236208
768	26.06963704
769	26.05077977
770	26.04282554
771	26.03589164
772	26.02641524
773	26.02397279
774	26.02217821
775	26.01245921
776	26.00735279
777	26.00090044
778	25.98631428
779	25.97444264
780	25.96909656
781	25.95159717
782	25.93308495
783	25.92730709
784	25.92178075
785	25.91656834
786	25.90022851
787	25.88680919
788	25.8747807
789	25.85790088
790	25.84985425
791	25.83655544
792	25.83151212
793	25.82134951
794	25.81243985
795	25.80613661
796	25.79122463
797	25.78268458
798	25.7774094
799	25.76709179
800	25.75626689
801	25.74231372
802	25.73669621
803	25.7237521
804	25.71666578
805	25.71014035
806	25.69339262
807	25.6754829
808	25.66594993
809	25.65517104
810	25.63543724
811	25.62034895
812	25.61165056
813	25.60115629
814	25.58883915
815	25.57696102
816	25.56114335
817	25.53853206
818	25.53251213
819	25.52830801
820	25.52227337
821	25.50804908
822	25.50425442
823	25.50183956
824	25.49189873
825	25.48357073
826	25.47302848
827	25.46866565
828	25.46473869
829	25.46036479
830	25.45595667
831	25.44175045
832	25.4253068
833	25.42001531
834	25.41106568
835	25.39813735
836	25.39126596
837	25.38203506
838	25.34718933
839	25.34174142
840	25.32228109
841	25.31496211
842	25.30319024
843	25.2962427
844	25.28994555
845	25.2851032
846	25.27458486
847	25.25097798
848	25.24945109
849	25.23280698
850	25.2276011
851	25.21151789
852	25.19425132
853	25.19129034
854	25.17545785
855	25.17015313
856	25.16304926
857	25.15407165
858	25.145191
859	25.13213222
860	25.12978163
861	25.12500786
862	25.11371062
863	25.10060496
864	25.09356665
865	25.08258032
866	25.07853654
867	25.07150486
868	25.0612297
869	25.04939527
870	25.04888617
871	25.03634945
872	25.03617086
873	25.02527302
874	25.0105473
875	25.00103444
876	24.98484621
877	24.97054961
878	24.96973922
879	24.95502117
880	24.93732614
881	24.92190314
882	24.91063611
883	24.89855287
884	24.88926054
885	24.88140931
886	24.87528927
887	24.87472957
888	24.86307258
889	24.8599984
890	24.8507304
891	24.84198824
892	24.83266653
893	24.82945947
894	24.81190164
895	24.80341558
896	24.78907241
897	24.78327641
898	24.77615843
899	24.76904313
900	24.75247349
901	24.75132666
902	24.73853539
903	24.72868221
904	24.718481
905	24.71201771
906	24.69657764
907	24.68655038
908	24.68533633
909	24.67573483
910	24.6720391
911	24.65388207
912	24.64441518
913	24.63496861
914	24.6217752
915	24.61190003
916	24.60892136
917	24.59862745
918	24.58567503
919	24.56929211
920	24.54916703
921	24.5406318
922	24.52987614
923	24.52297279
924	24.50854934
925	24.49447778
926	24.48140925
927	24.45908605
928	24.4533841
929	24.43928325
930	24.43451958
931	24.42270195
932	24.40612282
933	24.4033168
934	24.3925182
935	24.38982203
936	24.38692991
937	24.37862499
938	24.37371217
939	24.36946861
940	24.36175992
941	24.34745754
942	24.3409355
943	24.33963268
944	24.33224441
945	24.31942028
946	24.31398515
947	24.31266286
948	24.30070987
949	24.2954408
950	24.2865066
951	24.27265321
952	24.26764407
953	24.25760394
954	24.25211543
955	24.23808432
956	24.22286503
957	24.21368342
958	24.20461077
959	24.20408794
960	24.1971197
961	24.18631175
962	24.18491946
963	24.17888358
964	24.17648276
965	24.17524476
966	24.17170547
967	24.1634011
968	24.14454358
969	24.13262409
970	24.12423035
971	24.11877181
972	24.11444359
973	24.10942631
974	24.09839674
975	24.08538584
976	24.08136771
977	24.08001493
978	24.06867086
979	24.06434411
980	24.05303498
981	24.05226209
982	24.04541662
983	24.03837571
984	24.03402824
985	24.03211785
986	24.03166149
987	24.02034482
988	24.00736487
989	24.00700662
990	23.99544768
991	23.98682353
992	23.98267503
993	23.9589097
994	23.95157675
995	23.93939155
996	23.93446738
997	23.92760579
998	23.91864395
999	23.90693982
